Supplemental Table 1: Public RNA-sequencing data collection and respective quality control status.,,,
,samples,study,QC_Status
2026,SAMN03840208,Chhibber,PASS
2027,SAMN03840209,Chhibber,PASS
2028,SAMN03840210,Chhibber,PASS
2029,SAMN03840211,Chhibber,PASS
2030,SAMN03840212,Chhibber,PASS
2031,SAMN03840213,Chhibber,PASS
2032,SAMN03840214,Chhibber,PASS
2033,SAMN03840215,Chhibber,PASS
2034,SAMN03840216,Chhibber,PASS
2035,SAMN03840218,Chhibber,PASS
2036,SAMN03840219,Chhibber,PASS
2037,SAMN03840220,Chhibber,PASS
2038,SAMN03840221,Chhibber,PASS
2039,SAMN03840222,Chhibber,PASS
2040,SAMN03840223,Chhibber,PASS
2041,SAMN03840224,Chhibber,PASS
2042,SAMN03840225,Chhibber,PASS
2043,SAMN03840226,Chhibber,PASS
2044,SAMN03840217,Chhibber,PASS
2045,SAMN03840227,Chhibber,PASS
2046,SAMN03840228,Chhibber,PASS
2047,SAMN03840229,Chhibber,PASS
2048,SAMN03840230,Chhibber,PASS
2049,SAMN03840231,Chhibber,PASS
2050,SAMN09469910,Pudova,PASS
2051,SAMN09469909,Pudova,PASS
2052,SAMN09469908,Pudova,PASS
2053,SAMN09469907,Pudova,PASS
2054,SAMN09469906,Pudova,PASS
2055,SAMN09469905,Pudova,PASS
2056,SAMN09469904,Pudova,PASS
2057,SAMN09469903,Pudova,PASS
2058,SAMN09469902,Pudova,PASS
2059,SAMN09469901,Pudova,PASS
2060,SAMN09469889,Pudova,PASS
2061,SAMN09469890,Pudova,PASS
2062,SAMN09469887,Pudova,PASS
2063,SAMN09469888,Pudova,PASS
2064,SAMN09469885,Pudova,PASS
2065,SAMN09469886,Pudova,PASS
2066,SAMN09469883,Pudova,PASS
2067,SAMN09469884,Pudova,PASS
2068,SAMN09469881,Pudova,PASS
2069,SAMN09469882,Pudova,PASS
2070,SAMN09469897,Pudova,PASS
2071,SAMN09469898,Pudova,PASS
2072,SAMN09469895,Pudova,PASS
2073,SAMN09469896,Pudova,PASS
2074,SAMN09469893,Pudova,PASS
2075,SAMN09469894,Pudova,PASS
2076,SAMN09469891,Pudova,PASS
2077,SAMN09469892,Pudova,PASS
2078,SAMN09469911,Pudova,PASS
2079,SAMN09469912,Pudova,PASS
2080,SAMN09469913,Pudova,PASS
2081,SAMN09469899,Pudova,PASS
2082,SAMN09469900,Pudova,PASS
2083,SAMN07315997,Parris ,PASS
2084,SAMN07315999,Parris ,PASS
2085,SAMN07315998,Parris ,FAIL
2086,SAMN07316000,Parris ,PASS
2087,SAMN07316001,Parris ,PASS
2088,SAMN07315992,Parris ,PASS
2089,SAMN07315991,Parris ,PASS
2090,SAMN07315989,Parris ,PASS
2091,SAMN07315990,Parris ,PASS
2092,SAMN07315988,Parris ,PASS
2093,SAMN07315987,Parris ,PASS
2094,SAMN07315986,Parris ,PASS
2095,SAMN07315985,Parris ,PASS
2096,SAMN07315993,Parris ,PASS
2097,SAMN07315996,Parris ,FAIL
2098,SAMN07315995,Parris ,PASS
2099,SAMN07315994,Parris ,PASS
2100,SAMN07316063,Parris ,PASS
2101,SAMN07316062,Parris ,PASS
2102,SAMN07316002,Parris ,PASS
2103,SAMN07316065,Parris ,PASS
2104,SAMN07316061,Parris ,PASS
2105,SAMN07316064,Parris ,FAIL
2106,SAMN03165755,Sorenson,FAIL
2107,SAMN03165756,Sorenson,FAIL
2108,SAMN03165765,Sorenson,FAIL
2109,SAMN03165788,Sorenson,FAIL
2110,SAMN03165777,Sorenson,FAIL
2111,SAMN03165764,Sorenson,FAIL
2112,SAMN03165778,Sorenson,FAIL
2113,SAMN03165771,Sorenson,FAIL
2114,SAMN03165787,Sorenson,FAIL
2115,SAMN03165768,Sorenson,FAIL
2116,SAMN03165760,Sorenson,FAIL
2117,SAMN03165774,Sorenson,FAIL
2118,SAMN03165761,Sorenson,FAIL
2119,SAMN03165762,Sorenson,FAIL
2120,SAMN03165779,Sorenson,FAIL
2121,SAMN03165785,Sorenson,FAIL
2122,SAMN03165759,Sorenson,FAIL
2123,SAMEA4766528,Parker,PASS
2124,SAMEA4766521,Parker,PASS
2125,SAMEA4766522,Parker,PASS
2126,SAMEA4766523,Parker,FAIL
2127,SAMEA4766524,Parker,PASS
2128,SAMEA4766525,Parker,PASS
2129,SAMEA4766526,Parker,PASS
2130,SAMEA4766529,Parker,PASS
2131,SAMEA4766530,Parker,FAIL
2132,SAMEA4766531,Parker,PASS
2133,SAMEA4766532,Parker,PASS
2134,SAMEA4766533,Parker,PASS
2135,SAMEA4766534,Parker,PASS
2136,SAMEA4766536,Parker,FAIL
2137,SAMEA4766537,Parker,PASS
2138,SAMEA4766546,Parker,PASS
2139,SAMEA4766538,Parker,FAIL
2140,SAMEA4766539,Parker,FAIL
2141,SAMEA4766540,Parker,FAIL
2142,SAMEA4766541,Parker,PASS
2143,SAMEA4766543,Parker,FAIL
2144,SAMEA4766544,Parker,FAIL
2145,SAMEA4766545,Parker,PASS
2146,SAMEA4766547,Parker,PASS
2147,SAMEA4766548,Parker,PASS
2148,SAMEA4766549,Parker,PASS
2149,SAMEA4766550,Parker,PASS
2150,SAMEA4766552,Parker,PASS
2151,SAMEA4766553,Parker,PASS
2152,SAMEA4766554,Parker,PASS
2153,SAMEA4766555,Parker,PASS
2154,SAMN07362313,Ragulan,PASS
2155,SAMN07362320,Ragulan,PASS
2156,SAMN07362319,Ragulan,PASS
2157,SAMN07362318,Ragulan,PASS
2158,SAMN07362317,Ragulan,PASS
2159,SAMN07362316,Ragulan,PASS
2160,SAMN07362315,Ragulan,PASS
2161,SAMN07362338,Ragulan,PASS
2162,SAMN07362348,Ragulan,PASS
2163,SAMN07362347,Ragulan,PASS
2164,SAMN07362346,Ragulan,PASS
2165,SAMN07362345,Ragulan,FAIL
2166,SAMN07362344,Ragulan,FAIL
2167,SAMN07362343,Ragulan,FAIL
2168,SAMN07362342,Ragulan,FAIL
2169,SAMN07362341,Ragulan,FAIL
2170,SAMN07362340,Ragulan,FAIL
2171,SAMN13522993,Shengnan,FAIL
2172,SAMN13522991,Shengnan,FAIL
2173,SAMN13522990,Shengnan,FAIL
2174,SAMN13523023,Shengnan,FAIL
2175,SAMN13523022,Shengnan,FAIL
2176,SAMN13523021,Shengnan,FAIL
2177,SAMN13523020,Shengnan,FAIL
2178,SAMN13523019,Shengnan,FAIL
2179,SAMN13523018,Shengnan,FAIL
2180,SAMN13523017,Shengnan,FAIL
2181,SAMN12661414,Capdevila,PASS
2182,SAMN12661367,Capdevila,FAIL
2183,SAMN12661411,Capdevila,PASS
2184,SAMN12661410,Capdevila,FAIL
2185,SAMN12661408,Capdevila,FAIL
2186,SAMN12661405,Capdevila,FAIL
2187,SAMN12661407,Capdevila,FAIL
2188,SAMN12661406,Capdevila,FAIL
2189,SAMN12661403,Capdevila,FAIL
2190,SAMN12661402,Capdevila,FAIL
2191,SAMN12661401,Capdevila,FAIL
2192,SAMN12661400,Capdevila,PASS
2193,SAMN12661366,Capdevila,PASS
2194,SAMN12661395,Capdevila,PASS
2195,SAMN12661389,Capdevila,PASS
2196,SAMN12661466,Capdevila,FAIL
2197,SAMN12661463,Capdevila,PASS
2198,SAMN12661462,Capdevila,FAIL
2199,SAMN12661461,Capdevila,FAIL
2200,SAMN12661459,Capdevila,FAIL
2201,SAMN12661460,Capdevila,FAIL
2202,SAMN12661371,Capdevila,FAIL
2203,SAMN12661485,Capdevila,FAIL
2204,SAMN12661458,Capdevila,FAIL
2205,SAMN12661465,Capdevila,FAIL
2206,SAMN12661486,Capdevila,FAIL
2207,SAMN12661373,Capdevila,FAIL
2208,SAMN12661404,Capdevila,PASS
2209,SAMN12661397,Capdevila,FAIL
2210,SAMN12661398,Capdevila,PASS
2211,SAMN12661396,Capdevila,PASS
2212,SAMN12661393,Capdevila,PASS
2213,SAMN12661392,Capdevila,PASS
2214,SAMN12661391,Capdevila,PASS
2215,SAMN12661390,Capdevila,PASS
2216,SAMN12661388,Capdevila,PASS
2217,SAMN12661386,Capdevila,PASS
2218,SAMN12661387,Capdevila,PASS
2219,SAMN12661382,Capdevila,PASS
2220,SAMN12661364,Capdevila,PASS
2221,SAMN12661384,Capdevila,PASS
2222,SAMN12661380,Capdevila,FAIL
2223,SAMN12661379,Capdevila,PASS
2224,SAMN12661378,Capdevila,PASS
2225,SAMN12661377,Capdevila,PASS
2226,SAMN12661444,Capdevila,PASS
2227,SAMN12661442,Capdevila,PASS
2228,SAMN12661440,Capdevila,PASS
2229,SAMN12661438,Capdevila,PASS
2230,SAMN12661434,Capdevila,PASS
2231,SAMN12661436,Capdevila,PASS
2232,SAMN12661435,Capdevila,PASS
2233,SAMN12661441,Capdevila,PASS
2234,SAMN12661433,Capdevila,FAIL
2235,SAMN12661368,Capdevila,PASS
2236,SAMN12661432,Capdevila,PASS
2237,SAMN12661417,Capdevila,PASS
2238,SAMN12661431,Capdevila,PASS
2239,SAMN12661429,Capdevila,PASS
2240,SAMN12661430,Capdevila,PASS
2241,SAMN12661428,Capdevila,FAIL
2242,SAMN12661427,Capdevila,PASS
2243,SAMN12661426,Capdevila,FAIL
2244,SAMN12661423,Capdevila,PASS
2245,SAMN12661365,Capdevila,FAIL
2246,SAMN12661424,Capdevila,PASS
2247,SAMN12661418,Capdevila,FAIL
2248,SAMN12661422,Capdevila,PASS
2249,SAMN12661425,Capdevila,FAIL
2250,SAMN12661443,Capdevila,PASS
2251,SAMN12661421,Capdevila,PASS
2252,SAMN12661420,Capdevila,FAIL
2253,SAMN12661419,Capdevila,PASS
2254,SAMN12661416,Capdevila,PASS
2255,SAMN12661415,Capdevila,PASS
2256,SAMN12661412,Capdevila,PASS
2257,SAMN12661375,Capdevila,PASS
2258,SAMN12661413,Capdevila,FAIL
2259,SAMN12661409,Capdevila,FAIL
2260,SAMN12661383,Capdevila,PASS
2261,SAMN12661381,Capdevila,FAIL
2262,SAMN12661374,Capdevila,PASS
2263,SAMN12661385,Capdevila,FAIL
2264,SAMN12661482,Capdevila,FAIL
2265,SAMN12661376,Capdevila,FAIL
2266,SAMN12661439,Capdevila,FAIL
2267,SAMN12661437,Capdevila,PASS
2268,SAMN12661484,Capdevila,PASS
2269,SAMN12661449,Capdevila,PASS
2270,SAMN12661450,Capdevila,PASS
2271,SAMN12661481,Capdevila,FAIL
2272,SAMN12661469,Capdevila,PASS
2273,SAMN12661464,Capdevila,FAIL
2274,SAMN12661457,Capdevila,PASS
2275,SAMN12661456,Capdevila,PASS
2276,SAMN12661370,Capdevila,PASS
2277,SAMN12661455,Capdevila,FAIL
2278,SAMN12661454,Capdevila,PASS
2279,SAMN12661483,Capdevila,FAIL
2280,SAMN12661452,Capdevila,PASS
2281,SAMN12661453,Capdevila,FAIL
2282,SAMN12661394,Capdevila,PASS
2283,SAMN12661451,Capdevila,FAIL
2284,SAMN12661446,Capdevila,PASS
2285,SAMN12661448,Capdevila,PASS
2286,SAMN12661447,Capdevila,PASS
2287,SAMN12661445,Capdevila,PASS
2288,SAMN12661369,Capdevila,PASS
2289,SAMN12661480,Capdevila,FAIL
2290,SAMN12661479,Capdevila,FAIL
2291,SAMN12661399,Capdevila,FAIL
2292,SAMN12661477,Capdevila,FAIL
2293,SAMN12661476,Capdevila,PASS
2294,SAMN12661472,Capdevila,FAIL
2295,SAMN12661471,Capdevila,PASS
2296,SAMN12661474,Capdevila,PASS
2297,SAMN12661468,Capdevila,PASS
2298,SAMN12661473,Capdevila,PASS
2299,SAMN12661467,Capdevila,PASS
2300,SAMN12661475,Capdevila,PASS
2301,SAMN12661478,Capdevila,FAIL
2302,SAMN12661470,Capdevila,PASS
2303,SAMN12661372,Capdevila,PASS
2304,SAMN12661363,Capdevila,PASS
2305,SAMN12661362,Capdevila,FAIL
2306,SAMN09837114,Jiang,PASS
2307,SAMN09837055,Jiang,PASS
2308,SAMN09837073,Jiang,PASS
2309,SAMN09837072,Jiang,PASS
2310,SAMN09837117,Jiang,PASS
2311,SAMN09837061,Jiang,PASS
2312,SAMN09837161,Jiang,PASS
2313,SAMN09837113,Jiang,PASS
2314,SAMN09837012,Jiang,FAIL
2315,SAMN09837011,Jiang,FAIL
2316,SAMN09837093,Jiang,FAIL
2317,SAMN09837052,Jiang,FAIL
2318,SAMN09836900,Jiang,FAIL
2319,SAMN09837094,Jiang,FAIL
2320,SAMN09837051,Jiang,FAIL
2321,SAMN09836901,Jiang,FAIL
2322,SAMN09837144,Jiang,PASS
2323,SAMN09837003,Jiang,FAIL
2324,SAMN09836932,Jiang,FAIL
2325,SAMN09836933,Jiang,FAIL
2326,SAMN09836927,Jiang,FAIL
2327,SAMN09836928,Jiang,FAIL
2328,SAMN09836983,Jiang,FAIL
2329,SAMN09836950,Jiang,FAIL
2330,SAMN09837068,Jiang,PASS
2331,SAMN09837046,Jiang,FAIL
2332,SAMN09836984,Jiang,FAIL
2333,SAMN09837041,Jiang,FAIL
2334,SAMN09836938,Jiang,FAIL
2335,SAMN09837203,Jiang,PASS
2336,SAMN09837200,Jiang,PASS
2337,SAMN09837066,Jiang,FAIL
2338,SAMN09837180,Jiang,FAIL
2339,SAMN09837179,Jiang,PASS
2340,SAMN09837187,Jiang,PASS
2341,SAMN09837181,Jiang,PASS
2342,SAMN09836993,Jiang,PASS
2343,SAMN09837188,Jiang,PASS
2344,SAMN09837197,Jiang,PASS
2345,SAMN09837196,Jiang,PASS
2346,SAMN09837103,Jiang,FAIL
2347,SAMN09836965,Jiang,FAIL
2348,SAMN09837125,Jiang,FAIL
2349,SAMN09836919,Jiang,PASS
2350,SAMN09837096,Jiang,PASS
2351,SAMN09837091,Jiang,PASS
2352,SAMN09837092,Jiang,PASS
2353,SAMN09837086,Jiang,PASS
2354,SAMN09837090,Jiang,PASS
2355,SAMN09837080,Jiang,PASS
2356,SAMN09837083,Jiang,PASS
2357,SAMN09837078,Jiang,PASS
2358,SAMN09837079,Jiang,PASS
2359,SAMN09837185,Jiang,PASS
2360,SAMN09836920,Jiang,PASS
2361,SAMN09837112,Jiang,PASS
2362,SAMN09837183,Jiang,PASS
2363,SAMN09837082,Jiang,PASS
2364,SAMN09837101,Jiang,PASS
2365,SAMN09837070,Jiang,PASS
2366,SAMN09836907,Jiang,FAIL
2367,SAMN09836982,Jiang,FAIL
2368,SAMN09837088,Jiang,FAIL
2369,SAMN09837127,Jiang,PASS
2370,SAMN09836937,Jiang,PASS
2371,SAMN09836896,Jiang,FAIL
2372,SAMN09837065,Jiang,FAIL
2373,SAMN09837064,Jiang,PASS
2374,SAMN09837063,Jiang,FAIL
2375,SAMN09837062,Jiang,PASS
2376,SAMN09837048,Jiang,PASS
2377,SAMN09837045,Jiang,PASS
2378,SAMN09836955,Jiang,PASS
2379,SAMN09836949,Jiang,PASS
2380,SAMN09836943,Jiang,PASS
2381,SAMN09836922,Jiang,PASS
2382,SAMN09837050,Jiang,PASS
2383,SAMN09836918,Jiang,FAIL
2384,SAMN09836929,Jiang,FAIL
2385,SAMN09836930,Jiang,FAIL
2386,SAMN09836925,Jiang,FAIL
2387,SAMN09836926,Jiang,PASS
2388,SAMN09836931,Jiang,PASS
2389,SAMN09837002,Jiang,FAIL
2390,SAMN09837084,Jiang,FAIL
2391,SAMN09837165,Jiang,FAIL
2392,SAMN09837106,Jiang,FAIL
2393,SAMN09837110,Jiang,FAIL
2394,SAMN09837075,Jiang,PASS
2395,SAMN09836994,Jiang,PASS
2396,SAMN09837033,Jiang,PASS
2397,SAMN09837057,Jiang,PASS
2398,SAMN09837089,Jiang,PASS
2399,SAMN09837060,Jiang,PASS
2400,SAMN09837133,Jiang,PASS
2401,SAMN09836891,Jiang,PASS
2402,SAMN09837139,Jiang,PASS
2403,SAMN09836902,Jiang,PASS
2404,SAMN09837044,Jiang,FAIL
2405,SAMN09837029,Jiang,FAIL
2406,SAMN09837030,Jiang,FAIL
2407,SAMN09836961,Jiang,PASS
2408,SAMN09836954,Jiang,PASS
2409,SAMN09836945,Jiang,PASS
2410,SAMN09836942,Jiang,PASS
2411,SAMN09836897,Jiang,PASS
2412,SAMN09837166,Jiang,PASS
2413,SAMN09837199,Jiang,PASS
2414,SAMN09837010,Jiang,PASS
2415,SAMN09837007,Jiang,FAIL
2416,SAMN09837135,Jiang,PASS
2417,SAMN09837109,Jiang,FAIL
2418,SAMN09837184,Jiang,PASS
2419,SAMN09837190,Jiang,PASS
2420,SAMN09836962,Jiang,PASS
2421,SAMN09837189,Jiang,PASS
2422,SAMN09836971,Jiang,FAIL
2423,SAMN09837120,Jiang,FAIL
2424,SAMN09837123,Jiang,FAIL
2425,SAMN09836916,Jiang,PASS
2426,SAMN09836917,Jiang,PASS
2427,SAMN09837104,Jiang,FAIL
2428,SAMN09837105,Jiang,FAIL
2429,SAMN09836905,Jiang,PASS
2430,SAMN09836910,Jiang,PASS
2431,SAMN09836911,Jiang,PASS
2432,SAMN09836912,Jiang,PASS
2433,SAMN09837219,Jiang,PASS
2434,SAMN09837194,Jiang,PASS
2435,SAMN09837207,Jiang,PASS
2436,SAMN09836890,Jiang,FAIL
2437,SAMN09837211,Jiang,FAIL
2438,SAMN09837035,Jiang,FAIL
2439,SAMN09837036,Jiang,FAIL
2440,SAMN09837019,Jiang,FAIL
2441,SAMN09837020,Jiang,FAIL
2442,SAMN09837124,Jiang,PASS
2443,SAMN09837023,Jiang,FAIL
2444,SAMN09837126,Jiang,PASS
2445,SAMN09837054,Jiang,FAIL
2446,SAMN09837138,Jiang,PASS
2447,SAMN09837021,Jiang,PASS
2448,SAMN09837018,Jiang,PASS
2449,SAMN09837137,Jiang,PASS
2450,SAMN09837136,Jiang,PASS
2451,SAMN09837213,Jiang,FAIL
2452,SAMN09836966,Jiang,FAIL
2453,SAMN09836997,Jiang,FAIL
2454,SAMN09836991,Jiang,FAIL
2455,SAMN09836990,Jiang,FAIL
2456,SAMN09836989,Jiang,FAIL
2457,SAMN09836903,Jiang,FAIL
2458,SAMN09837000,Jiang,FAIL
2459,SAMN09837001,Jiang,FAIL
2460,SAMN09837191,Jiang,PASS
2461,SAMN09837095,Jiang,PASS
2462,SAMN09837107,Jiang,FAIL
2463,SAMN09836999,Jiang,FAIL
2464,SAMN09836944,Jiang,PASS
2465,SAMN09836969,Jiang,PASS
2466,SAMN09836974,Jiang,PASS
2467,SAMN09836977,Jiang,PASS
2468,SAMN09836963,Jiang,PASS
2469,SAMN09836895,Jiang,PASS
2470,SAMN09836898,Jiang,PASS
2471,SAMN09836964,Jiang,PASS
2472,SAMN09836970,Jiang,PASS
2473,SAMN09836909,Jiang,PASS
2474,SAMN09837026,Jiang,PASS
2475,SAMN09836996,Jiang,PASS
2476,SAMN09836985,Jiang,FAIL
2477,SAMN09836988,Jiang,FAIL
2478,SAMN09837024,Jiang,FAIL
2479,SAMN09837153,Jiang,PASS
2480,SAMN09837163,Jiang,PASS
2481,SAMN09836987,Jiang,FAIL
2482,SAMN09836986,Jiang,FAIL
2483,SAMN09836981,Jiang,FAIL
2484,SAMN09836992,Jiang,FAIL
2485,SAMN09836967,Jiang,FAIL
2486,SAMN09837154,Jiang,FAIL
2487,SAMN09837206,Jiang,FAIL
2488,SAMN09836906,Jiang,FAIL
2489,SAMN09837085,Jiang,FAIL
2490,SAMN09836913,Jiang,FAIL
2491,SAMN09837067,Jiang,FAIL
2492,SAMN09837158,Jiang,FAIL
2493,SAMN09837210,Jiang,FAIL
2494,SAMN09837097,Jiang,FAIL
2495,SAMN09836960,Jiang,FAIL
2496,SAMN09836959,Jiang,FAIL
2497,SAMN09836940,Jiang,PASS
2498,SAMN09837071,Jiang,PASS
2499,SAMN09836899,Jiang,PASS
2500,SAMN09836893,Jiang,FAIL
2501,SAMN09837004,Jiang,PASS
2502,SAMN09837038,Jiang,PASS
2503,SAMN09836908,Jiang,PASS
2504,SAMN09837008,Jiang,FAIL
2505,SAMN09837049,Jiang,FAIL
2506,SAMN09837025,Jiang,PASS
2507,SAMN09837009,Jiang,PASS
2508,SAMN09837005,Jiang,PASS
2509,SAMN09837015,Jiang,PASS
2510,SAMN09837014,Jiang,PASS
2511,SAMN09837017,Jiang,PASS
2512,SAMN09837016,Jiang,FAIL
2513,SAMN09837102,Jiang,PASS
2514,SAMN09837099,Jiang,FAIL
2515,SAMN09837013,Jiang,FAIL
2516,SAMN09837006,Jiang,PASS
2517,SAMN09837100,Jiang,PASS
2518,SAMN09837081,Jiang,PASS
2519,SAMN09836979,Jiang,PASS
2520,SAMN09837069,Jiang,PASS
2521,SAMN09836978,Jiang,PASS
2522,SAMN09836975,Jiang,PASS
2523,SAMN09836894,Jiang,PASS
2524,SAMN09836980,Jiang,PASS
2525,SAMN09837157,Jiang,FAIL
2526,SAMN09837156,Jiang,FAIL
2527,SAMN09837147,Jiang,FAIL
2528,SAMN09837155,Jiang,FAIL
2529,SAMN09836968,Jiang,FAIL
2530,SAMN09836934,Jiang,PASS
2531,SAMN09837205,Jiang,FAIL
2532,SAMN09837146,Jiang,FAIL
2533,SAMN09837159,Jiang,FAIL
2534,SAMN09837134,Jiang,PASS
2535,SAMN09837122,Jiang,FAIL
2536,SAMN09837121,Jiang,FAIL
2537,SAMN09836947,Jiang,FAIL
2538,SAMN09837216,Jiang,FAIL
2539,SAMN09837115,Jiang,FAIL
2540,SAMN09836924,Jiang,FAIL
2541,SAMN09837116,Jiang,FAIL
2542,SAMN09837215,Jiang,FAIL
2543,SAMN09837059,Jiang,FAIL
2544,SAMN09837058,Jiang,FAIL
2545,SAMN09836941,Jiang,FAIL
2546,SAMN09837143,Jiang,PASS
2547,SAMN09837217,Jiang,PASS
2548,SAMN09837130,Jiang,PASS
2549,SAMN09837150,Jiang,FAIL
2550,SAMN09836936,Jiang,PASS
2551,SAMN09837221,Jiang,PASS
2552,SAMN09837212,Jiang,PASS
2553,SAMN09837209,Jiang,PASS
2554,SAMN09837074,Jiang,PASS
2555,SAMN09837111,Jiang,PASS
2556,SAMN09836995,Jiang,PASS
2557,SAMN09837132,Jiang,PASS
2558,SAMN09837042,Jiang,PASS
2559,SAMN09836914,Jiang,FAIL
2560,SAMN09837077,Jiang,FAIL
2561,SAMN09836952,Jiang,FAIL
2562,SAMN09837076,Jiang,FAIL
2563,SAMN09837056,Jiang,FAIL
2564,SAMN09836998,Jiang,PASS
2565,SAMN09837198,Jiang,PASS
2566,SAMN09837118,Jiang,PASS
2567,SAMN09836957,Jiang,FAIL
2568,SAMN09836958,Jiang,FAIL
2569,SAMN09836953,Jiang,FAIL
2570,SAMN09836956,Jiang,FAIL
2571,SAMN09837129,Jiang,PASS
2572,SAMN09837151,Jiang,PASS
2573,SAMN09837152,Jiang,PASS
2574,SAMN09837131,Jiang,PASS
2575,SAMN09837167,Jiang,PASS
2576,SAMN09837204,Jiang,FAIL
2577,SAMN09837142,Jiang,PASS
2578,SAMN09837141,Jiang,PASS
2579,SAMN09837148,Jiang,PASS
2580,SAMN09837149,Jiang,FAIL
2581,SAMN09836946,Jiang,FAIL
2582,SAMN09837145,Jiang,PASS
2583,SAMN09837140,Jiang,FAIL
2584,SAMN09836921,Jiang,PASS
2585,SAMN09836892,Jiang,PASS
2586,SAMN09837182,Jiang,PASS
2587,SAMN09837220,Jiang,FAIL
2588,SAMN09837218,Jiang,FAIL
2589,SAMN09837208,Jiang,PASS
2590,SAMN09837195,Jiang,PASS
2591,SAMN09837053,Jiang,PASS
2592,SAMN09837128,Jiang,PASS
2593,SAMN09837108,Jiang,FAIL
2594,SAMN09837047,Jiang,FAIL
2595,SAMN09837222,Jiang,PASS
2596,SAMN09837037,Jiang,PASS
2597,SAMN09837040,Jiang,PASS
2598,SAMN09836972,Jiang,PASS
2599,SAMN09836973,Jiang,FAIL
2600,SAMN09836976,Jiang,FAIL
2601,SAMN09837027,Jiang,PASS
2602,SAMN09837028,Jiang,PASS
2603,SAMN09837031,Jiang,FAIL
2604,SAMN09837032,Jiang,PASS
2605,SAMN09837034,Jiang,FAIL
2606,SAMN09836948,Jiang,PASS
2607,SAMN09837173,Jiang,PASS
2608,SAMN09837176,Jiang,FAIL
2609,SAMN09837164,Jiang,FAIL
2610,SAMN09837168,Jiang,PASS
2611,SAMN09837160,Jiang,FAIL
2612,SAMN09837162,Jiang,FAIL
2613,SAMN09837171,Jiang,PASS
2614,SAMN09837172,Jiang,PASS
2615,SAMN09837169,Jiang,PASS
2616,SAMN09836923,Jiang,FAIL
2617,SAMN09837043,Jiang,FAIL
2618,SAMN09837192,Jiang,FAIL
2619,SAMN09836951,Jiang,PASS
2620,SAMN09837174,Jiang,FAIL
2621,SAMN09837175,Jiang,FAIL
2622,SAMN09837193,Jiang,FAIL
2623,SAMN09837177,Jiang,FAIL
2624,SAMN09837119,Jiang,FAIL
2625,SAMN09837098,Jiang,FAIL
2626,SAMN09836939,Jiang,PASS
2627,SAMN09837178,Jiang,FAIL
2628,SAMN09837039,Jiang,PASS
2629,SAMN09837170,Jiang,PASS
2630,SAMN09837087,Jiang,FAIL
2631,SAMN09837201,Jiang,FAIL
2632,SAMN09837022,Jiang,PASS
2633,SAMN09836915,Jiang,PASS
2634,SAMN09836904,Jiang,FAIL
2635,SAMN09837202,Jiang,FAIL
2636,SAMN09836935,Jiang,PASS
2637,SAMN09837214,Jiang,FAIL
2638,SAMN09837186,Jiang,PASS
2639,SAMN10985600,Jiang,PASS
2640,SAMN10985599,Jiang,FAIL
2641,SAMN10985596,Jiang,FAIL
2642,SAMN10985595,Jiang,PASS
2643,SAMN10985598,Jiang,PASS
2644,SAMN10985597,Jiang,PASS
2645,SAMN10985592,Jiang,PASS
2646,SAMN10985591,Jiang,PASS
2647,SAMN10985594,Jiang,PASS
2648,SAMN10985593,Jiang,PASS
2649,SAMN10985574,Jiang,PASS
2650,SAMN10985573,Jiang,FAIL
2651,SAMN10985572,Jiang,PASS
2652,SAMN10985571,Jiang,PASS
2653,SAMN10985578,Jiang,PASS
2654,SAMN10985577,Jiang,PASS
2655,SAMN10985576,Jiang,FAIL
2656,SAMN10985575,Jiang,PASS
2657,SAMN10985580,Jiang,PASS
2658,SAMN10985579,Jiang,PASS
2659,SAMN10985589,Jiang,PASS
2660,SAMN10985590,Jiang,PASS
2661,SAMN10985587,Jiang,FAIL
2662,SAMN10985588,Jiang,PASS
2663,SAMN10985585,Jiang,FAIL
2664,SAMN10985586,Jiang,PASS
2665,SAMN10985583,Jiang,FAIL
2666,SAMN10985584,Jiang,FAIL
2667,SAMN10985581,Jiang,PASS
2668,SAMN10985582,Jiang,PASS
2669,SAMN10985569,Jiang,PASS
2670,SAMN10985570,Jiang,PASS
2671,SAMN10985565,Jiang,PASS
2672,SAMN10985566,Jiang,PASS
2673,SAMN10985567,Jiang,PASS
2674,SAMN10985568,Jiang,FAIL
2675,SAMN10985561,Jiang,PASS
2676,SAMN10985562,Jiang,PASS
2677,SAMN10985563,Jiang,PASS
2678,SAMN10985564,Jiang,PASS
2679,SAMN10985510,Jiang,PASS
2680,SAMN10985509,Jiang,PASS
2681,SAMN10985508,Jiang,PASS
2682,SAMN10985507,Jiang,FAIL
2683,SAMN10985506,Jiang,PASS
2684,SAMN10985505,Jiang,PASS
2685,SAMN10985504,Jiang,PASS
2686,SAMN10985503,Jiang,PASS
2687,SAMN10985502,Jiang,PASS
2688,SAMN10985501,Jiang,FAIL
2689,SAMN10985560,Jiang,PASS
2690,SAMN10985559,Jiang,PASS
2691,SAMN10985552,Jiang,PASS
2692,SAMN10985551,Jiang,FAIL
2693,SAMN10985554,Jiang,PASS
2694,SAMN10985553,Jiang,PASS
2695,SAMN10985556,Jiang,PASS
2696,SAMN10985555,Jiang,PASS
2697,SAMN10985558,Jiang,PASS
2698,SAMN10985557,Jiang,PASS
2699,SAMN10985540,Jiang,FAIL
2700,SAMN10985539,Jiang,FAIL
